SITE,SITE_CODE,LATITUDE,LONGITUDE,COUNTRY,PROVINCE_DISTRICT,RFZ,BIOME,CONTEXT,TECHNIQUE,MATERIAL,SPECIES,LAB_ID,DATE,UNCERTAINTY,ARCH_PERIOD,ARCH_SUBPERIOD,SAMPLE_CONTEXT,SITE_TYPE,DELTA_13,REFCODE,NOTES
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,2WA,AMS,charcoal,,ANUA-17303,"55250","2270",MSA,,,rock shelter,,villa2012bbl,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,2BS LR B,AMS,charcoal,,ANUA-15813,"50380","2380",MSA,,,rock shelter,,villa2012bbl,
Ha Soloja,HSO,-29.85,29.05,Lesotho,Qacha's Nek District,S,Grassland Biome,Layer 2 Spit 5B,conventional 14C,charcoal,,Pta-771,"42500","2500",MSA,Final MSA,,rock shelter,,carter1974dia,
Ha Soloja,HSO,-29.85,29.05,Lesotho,Qacha's Nek District,S,Grassland Biome,Layer 2 Spit 5B,conventional 14C,charcoal,,Pta-936,"45000","2600",MSA,,,rock shelter,,carter1974dia,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,2WA,AMS,charcoal,,ANUA-18626,"58240","2640",MSA,,,rock shelter,,villa2012bbl,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,2WA,AMS,charcoal,,ANUA-19010,"57490","2820",MSA,,,rock shelter,,villa2012bbl,
Border Cave,BC,-27.017,31.983,South Africa,Kwazulu-Natal,S,Savanna Biome,2BS LR C,AMS,charcoal,,ANUA-17505,"57910","2950",MSA,,,rock shelter,,villa2012bbl,
KaGwebu 2631CB21d,KGW21d,-26.68,31.492,Swaziland,Manzini District,S,Savanna Biome,,conventional 14C,charcoal,,Pta-8081,"0","0",Iron Age,,furnace,furnace,,ohinata2001auf,Furnace structure
Rhino Andalusite mine,RAM,-24.7,27.3,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-9543,"400","10",Iron Age,Later Iron Age,,settlement,,bandama2015ece,Madikwe facies
KaGwebu 2631DA2,KGW2,-26.705,31.566,Swaziland,Manzini District,S,Savanna Biome,,conventional 14C,charcoal,,Pta-8084,"95","20",Iron Age,,furnace,furnace,,ohinata2001auf,Furnace structure
Olifantspoort 20/71,OLP20,-25.87,27.33,South Africa,North West Province,S,Savanna Biome,Ash heap 36�,conventional 14C,charcoal,,GrN-5306,"100","20",Iron Age,Later Iron Age,,settlement,,mason1986obp,Buispoort facies
Mmatsetshele MMA004,MMA004,-25.56,27.36,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-7851,"115","20",Iron Age,Later Iron Age,,settlement,,pistorius2001smm,
ZK001 (Mabyanamatshwaana),ZK1,-25.604,27.802,South Africa,North-West Province,S,Savanna Biome,Kraal 3,conventional 14C,charcoal,,Pta-6684,"170","20",Iron Age,,,settlement,,pistorius1995rcd,
Kaditshwene second central court midden,KDWS,-25.36,26.17,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-5293,"180","20",Iron Age,Later Iron Age,,settlement,,boeyens2011cwg,Buispoort facies
Mmatsetshele MMA004,MMA004,-25.56,27.36,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-7825,"185","20",Iron Age,Later Iron Age,,settlement,,pistorius2001smm,Moor Park facies
Kaditshwene second central court midden,KDWS,-25.36,26.17,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-5296,"200","20",Iron Age,Later Iron Age,,settlement,,boeyens2011cwg,Buispoort facies
KaGwebu 2631DA3,KGW3,-26.688,31.561,Swaziland,Manzini District,S,Savanna Biome,,conventional 14C,charcoal,,Pta-8076,"210","20",Iron Age,,furnace,furnace,,ohinata2001auf,Furnace structure
Olifantspoort 20/71,OLP20,-25.87,27.33,South Africa,North West Province,S,Savanna Biome,Ash heap 0-6�,conventional 14C,charcoal,,GrN-5304,"255","20",Iron Age,Later Iron Age,,settlement,,mason1986obp,Buispoort facies
Magozastad,MZS,-25.55,26.28,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-5291,"330","20",Iron Age,Later Iron Age,,settlement,,huffman2007h,Madikwe facies
Ntloana T�oana,NTL,-29.317,27.817,Lesotho,Maseru District,S,Grassland Biome,Phase 1 (007),conventional 14C,charcoal,,UGAMS-8973,"650","20",LSA,Final LSA,,rock shelter,,roberts2013sci,
Jubilee Shelter,JBS,-25.683,27.983,South Africa,Gauteng,S,Savanna Biome,RR D2,conventional 14C,charcoal,,Wits-1399,"1350","20",LSA,Ceramic LSA,,rock shelter,,wadley1987lsh,
Mototolong,MLG,-24.63,30.23,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-8906,"1400","20",Iron Age,Early Iron Age ,,settlement,,huffman2011leb,Mzonjani facies
Mauermanshoek,MMH,-28.85,27.233,South Africa,Free State,S,Grassland Biome,L,conventional 14C,charcoal,,Pta-6301,"1700","20",,,,rock shelter,,wadley2001lms,
ZK001 (Mabyanamatshwaana),ZK1,-25.604,27.802,South Africa,North-West Province,S,Savanna Biome,"Inner space, cook hut 3 (layer2)",conventional 14C,charcoal,,Pta-6689,"90","25",Iron Age,,,settlement,,pistorius1995rcd,Buispoort facies
Rhino Andalusite mine,RAM,-24.7,27.3,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-9545,"530","25",Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Mototolong,MLG,-24.63,30.23,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-8872,"1250","25",Iron Age,Early Iron Age ,,settlement,,huffman2011leb,Mzonjani facies
ZK001 (Mabyanamatshwaana),ZK1,-25.604,27.802,South Africa,North-West Province,S,Savanna Biome,burial ,conventional 14C,bone,Homo sapiens,Pta-6667,"130","30",Iron Age,,,settlement,,pistorius1995rcd,
Kaditshwene 13/66 (Vergenoegd 279 JP),KDW,-25.63,26.1,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,GrN-5307,"138","30",Iron Age,Later Iron Age,smelting,settlement,,vogel1970grd,
Rhenosterkloof 2,RHK2,-24.67,27.93,South Africa,Limpopo,S,Savanna Biome,,AMS,charcoal,,Beta-336279,"140","30",Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Smelterskop,SMK,-24.76,27.75,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-2850,"190","30",Iron Age,Later Iron Age,,settlement,,bandama2015ece,
ZK001 (Mabyanamatshwaana),ZK1,-25.604,27.802,South Africa,North-West Province,S,Savanna Biome,"Main lapa, Midden A",conventional 14C,charcoal,,Pta-6681,"210","30",Iron Age,,,settlement,,pistorius1995rcd,Group III Uitkomst facies
Rhenosterkloof 1 (RU101/78),RHK1,-24.68,27.93,South Africa,Limpopo,S,Savanna Biome,,AMS,charcoal,,Beta-336278,"250","30",Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Tembi 1,TMB1,-24.66,27.74,South Africa,Limpopo,S,Savanna Biome,,AMS,charcoal,,Beta-333839,"300","30",Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Rhenosterkloof 2,RHK2,-24.67,27.93,South Africa,Limpopo,S,Savanna Biome,,AMS,charcoal,,Beta-333838,"340","30",Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Blaauwbank Donga (RU 7/78),BBD,-24.81,27.79,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-2849,"370","30",Iron Age,Later Iron Age,,settlement,,bandama2015ece,Madikwe facies
Ifafi 35/85,IFI,-25.45,27.53,South Africa,North West Province,S,Savanna Biome,,conventional 14C,,,Wits-1598,"440","30",Iron Age,,,,,steel1987ics,Olifantspoort facies
Rose Cottage Cave,RCC,-29.25,27.5,South Africa,Free State,S,Grassland Biome,,conventional 14C,charcoal,,GrN-5298,"1100","30",LSA,,,rock shelter,,vogel1970grd,
Castle Cavern,CSC,-26.195,31.042,Swaziland,Hhohho District,S,Grassland Biome,90-120 cm,conventional 14C,charcoal,,GrN-5022,"1535","30",Iron Age,Early Iron Age ,,mine,,vogel1970grd,ochre mine
Castle Cavern,CSC,-26.195,31.042,Swaziland,Hhohho District,S,Grassland Biome,120-132 cm,conventional 14C,charcoal,,GrN-5315,"1550","30",Iron Age,Early Iron Age ,,mine,,vogel1970grd,ochre mine
Ntloana T�oana,NTL,-29.317,27.817,Lesotho,Maseru District,S,Grassland Biome,Phase 3a (060),conventional 14C,charcoal,,UGAMS-8974,"8690","30",LSA,Oakhurst,,rock shelter,,roberts2013sci,
Ha Makotoko,HMA,-29.333,27.8,Lesotho,Maseru District,S,Grassland Biome,"5",AMS,charcoal,,UGAMS-11597,"8710","30",LSA,Oakhurst,,rock shelter,,mitchell2014mls,
Ntloana T�oana,NTL,-29.317,27.817,Lesotho,Maseru District,S,Grassland Biome,Phase 3a (MCS 004),conventional 14C,charcoal,,Pta-5238 ,"8780","30",LSA,Oakhurst,,rock shelter,,mitchell1993ail,
Ntloana T�oana,NTL,-29.317,27.817,Lesotho,Maseru District,S,Grassland Biome,Phse 3e (111=021 in 1989),conventional 14C,charcoal,,UGAMS-8977,"8790","30",LSA,Oakhurst,,rock shelter,,roberts2013sci,Out of sequence
Ntloana T�oana,NTL,-29.317,27.817,Lesotho,Maseru District,S,Grassland Biome,Phase 3diii (109),conventional 14C,charcoal,,UGAMS-8976,"9150","30",LSA,Oakhurst,,rock shelter,,roberts2013sci,Out of sequence
Ha Makotoko,HMA,-29.333,27.8,Lesotho,Maseru District,S,Grassland Biome,"6",AMS,charcoal,,UGAMS-11599,"9220","30",LSA,Oakhurst,,rock shelter,,mitchell2014mls,
Ha Makotoko,HMA,-29.333,27.8,Lesotho,Maseru District,S,Grassland Biome,"6",AMS,charcoal,,UGAMS-8985,"9320","30",LSA,Oakhurst,,rock shelter,,mitchell2014mls,
Ntloana T�oana,NTL,-29.317,27.817,Lesotho,Maseru District,S,Grassland Biome,Phase 4 (160),AMS,charcoal,Xymalos monospora,OxA-26230,"9335","30",LSA,Oakhurst,,rock shelter,,roberts2013sci,
Ntloana T�oana,NTL,-29.317,27.817,Lesotho,Maseru District,S,Grassland Biome,Phase 3diii (102),conventional 14C,charcoal,,UGAMS-8975,"9420","30",LSA,Oakhurst,,rock shelter,,roberts2013sci,
Ntloana T�oana,NTL,-29.317,27.817,Lesotho,Maseru District,S,Grassland Biome,Phase 4a (125),conventional 14C,charcoal,,UGAMS-8978,"9530","30",LSA,Oakhurst,,rock shelter,,roberts2013sci,
Ntloana T�oana,NTL,-29.317,27.817,Lesotho,Maseru District,S,Grassland Biome,Phase 5a (523),conventional 14C,charcoal,,UGAMS-8980,"9570","30",LSA,Oakhurst,,rock shelter,,roberts2013sci,
Ntloana T�oana,NTL,-29.317,27.817,Lesotho,Maseru District,S,Grassland Biome,Phase 4 (319),conventional 14C,charcoal,,UGAMS-8979,"9650","30",LSA,Oakhurst,,rock shelter,,roberts2013sci,
Ha Makotoko,HMA,-29.333,27.8,Lesotho,Maseru District,S,Grassland Biome,"7",AMS,charcoal,,UGAMS-8986,"10060","30",LSA,Oakhurst,,rock shelter,,mitchell2014mls,
Ntloana T�oana,NTL,-29.317,27.817,Lesotho,Maseru District,S,Grassland Biome,"540",AMS,charcoal,,UGAMS-8982,"12330","30",LSA,Robberg,,rock shelter,,roberts2013sci,
Ntloana T�oana,NTL,-29.317,27.817,Lesotho,Maseru District,S,Grassland Biome,"538",AMS,charcoal,,UGAMS-8981,"12800","30",LSA,Robberg,,rock shelter,,roberts2013sci,
Smelterskop,SMK,-24.76,27.75,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,AA-77935,"124","32",Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Kaditshwene 13/66 (Vergenoegd 279 JP),KDW,-25.63,26.1,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,GrN-5339,"137","32",Iron Age,Later Iron Age,smelting,settlement,,vogel1970grd,
Smelterskop,SMK,-24.76,27.75,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,AA-77929,"141","32",Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Smelterskop,SMK,-24.76,27.75,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,AA-77939,"160","32",Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Smelterskop,SMK,-24.76,27.75,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,AA-77936,"211","32",Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Smelterskop,SMK,-24.76,27.75,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,AA-77937,"225","32",Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Smelterskop,SMK,-24.76,27.75,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,AA-77940,"237","32",Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Elandsberg ledge,EBL,-24.71,27.7,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,AA-77933,"243","32",Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Smelterskop,SMK,-24.76,27.75,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,AA-77938,"264","32",Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Elandsberg ledge,EBL,-24.71,27.7,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,AA-77934,"373","32",Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Kaditshwene 13/66 (Vergenoegd 279 JP),KDW,-25.63,26.1,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,GrN-5338,"216","33",Iron Age,Later Iron Age,smelting,settlement,,vogel1970grd,Buispoort facies
Mmatsetshele MMA004,MMA004,-25.56,27.36,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-7837,"160","35",Iron Age,Later Iron Age,,settlement,,pistorius2001smm,
Rhenosterkloof 1 (RU101/78),RHK1,-24.68,27.93,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,AA-77931,"192","35",Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Lithakong,LIT,-29.457,28.101,Lesotho,Butha-Buthe District,S,Grassland Biome,Layer 1,conventional 14C,charcoal,,Pta-7077,"890","35",LSA,,,rock shelter,,kaplan2012alh,
Mototolong,MLG,-24.63,30.23,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-9981,"1250","35",Iron Age,Early Iron Age ,,settlement,,huffman2011leb,Mzonjani facies
Castle Quarry,CSQ,-26.162,31.059,Swaziland,Hhohho District,S,Grassland Biome,170 cm,conventional 14C,charcoal,,GrN-5023,"2860","35",LSA,,,mine,,vogel1970grd,ochre mine
Ha Makotoko,HMA,-29.333,27.8,Lesotho,Maseru District,S,Grassland Biome,"66",AMS,charcoal,,UGAMS-11594,"12580","35",LSA,Robberg,,rock shelter,,mitchell2014mls,
Rose Cottage Cave,RCC,-29.25,27.5,South Africa,Free State,S,Grassland Biome,H ,conventional 14C,charcoal,,Pta-5560 ,"8614","38",LSA,Oakhurst,,rock shelter,,wadley2000ehl,
Ntloana T�oana,NTL,-29.317,27.817,Lesotho,Maseru District,S,Grassland Biome,Phase 3di (046),AMS,charcoal,Leucosidea sericea,OxA-32158,"8802","39",LSA,Oakhurst,,rock shelter,,mitchell2012am,
Colwinton,CLW,-31.15,27.767,South Africa,Kwazulu-Natal,S,Grassland Biome,,conventional 14C,charcoal,,Pta-2547,"70","40",LSA,,,rock shelter,,opperman1987lsd,
KaGwebu 2631CB21a,KGW21a,-26.68,31.492,Swaziland,Manzini District,S,Savanna Biome,,conventional 14C,charcoal,,Pta-8079,"80","40",Iron Age,,furnace,furnace,,ohinata2001auf,Furnace structure
Hoekfontein,HKF,-25.612,27.969,South Africa,North West Province,S,Savanna Biome,HKF3,conventional 14C,bone,Homo sapiens,Pta-8852,"90","40",Iron Age,,,Human burial,,nienaber2005rea,
Kaditshwene second central court midden,KDWS,-25.36,26.17,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-7033,"200","40",Iron Age,Later Iron Age,,settlement,,boeyens2011cwg,
Magozastad,MZS,-25.55,26.28,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-5650,"210","40",Iron Age,Later Iron Age,,settlement,,huffman2007h,Madikwe facies
Magozastad,MZS,-25.55,26.28,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-5649,"280","40",Iron Age,Later Iron Age,,settlement,,huffman2007h,Madikwe facies
Rhenosterkloof 1 (RU101/78),RHK1,-24.68,27.93,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-2847,"310","40",Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Rhino Andalusite mine,RAM,-24.7,27.3,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-9547,"320","40",Iron Age,Later Iron Age,,settlement,,bandama2015ece,Madikwe facies
Norlim 5,NRM5,-27.45,24.633,South Africa,North West Province,S,Savanna Biome,Hearth 3-5 cm,conventional 14C,,,Pta-3421,"390","40",LSA,Ceramic LSA,,,,beaumont1984spc,
Norlim 5,NRM5,-27.45,24.633,South Africa,North West Province,S,Savanna Biome,Spit 1,conventional 14C,,,Pta-3367,"400","40",LSA,Ceramic LSA,,,,beaumont1984spc,
Lithakong,LIT,-29.457,28.101,Lesotho,Butha-Buthe District,S,Grassland Biome,Layer 2,conventional 14C,charcoal,,Pta-7072,"510","40",LSA,,,rock shelter,,kaplan2012alh,
"Riverside, Nelspruit",RIV,-25.44,30.97,South Africa,Mpumalanga,S,Savanna Biome,,conventional 14C,charcoal,,Pta-7670,"1070","40",Iron Age,Early Iron Age ,,settlement,,huffman1998paa,
Broederstroom,BDS,-25.769,27.835,South Africa,North West Province,S,Savanna Biome,Hut 24/73,conventional 14C,bone,,Pta-1384,"1220","40",Iron Age,,,settlement,,mason1981esb,
Broederstroom,BDS,-25.769,27.835,South Africa,North West Province,S,Savanna Biome,Hut 24/73,conventional 14C,bone,,Pta-1343,"1300","40",Iron Age,,,settlement,,mason1981esb,
Rhino Andalusite mine,RAM,-24.7,27.3,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-7311,"1520","40",Iron Age,Early Iron Age ,,settlement,,huffman2007h,Happy Rest facies
Broederstroom,BDS,-25.77,27.84,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-1375,"1540","40",Iron Age,Early Iron Age ,,settlement,,huffman2007h,Mzonjani pottery
Jubilee Shelter,JBS,-25.683,27.983,South Africa,Gauteng,S,Savanna Biome,MS C2,conventional 14C,charcoal,,Wits-1381,"1550","40",LSA,Ceramic LSA,,rock shelter,,wadley1987lsh,
Banda Cave,BNC,-26.2,31.033,Swaziland,Hhohho District,S,Grassland Biome,38 cm,conventional 14C,charcoal,,GrN-5021,"1650","40",,,,rock shelter,,vogel1970grd,Considered contaminated by Iron Age charcoal
Colwinton,CLW,-31.15,27.767,South Africa,Kwazulu-Natal,S,Grassland Biome,,conventional 14C,charcoal,,Pta-2550,"6270","40",LSA,Wilton,,rock shelter,,opperman1987lsd,
Ntloana T�oana,NTL,-29.317,27.817,Lesotho,Maseru District,S,Grassland Biome,Phase 3a (040),AMS,charcoal,Leucosidea sericea,OxA-32161,"8820","40",LSA,Oakhurst,,rock shelter,,mitchell2012am,
Ha Makotoko,HMA,-29.333,27.8,Lesotho,Maseru District,S,Grassland Biome,"6",AMS,charcoal,,OxA-27312,"9115","40",LSA,Oakhurst,,rock shelter,,mitchell2014mls,
Bushman Rock  Shelter,BRS,-24.583,30.633,South Africa,Limpopo,S,Savanna Biome,"18",conventional 14C,charcoal,,Pta-1178,"12950","40",MSA,,,rock shelter,,plug1981bs,
Rose Cottage Cave,RCC,-29.25,27.5,South Africa,Free State,S,Grassland Biome,Wal,conventional 14C,charcoal,,Pta-6195,"15700","40",LSA,Robberg,,rock shelter,,wadley2005tsf,
Kaditshwene 13/66 (Vergenoegd 279 JP),KDW,-25.63,26.1,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,GrN-5137,"203","44",Iron Age,Later Iron Age,smelting,settlement,,vogel1970grd,Group I
Hoekfontein,HKF,-25.612,27.969,South Africa,North West Province,S,Savanna Biome,HKF2,conventional 14C,bone,Homo sapiens,Pta-8866,"40","45",Iron Age,,,Human burial,,nienaber2005rea,
Doornpoort,DNP,-28.613,26.962,South Africa,Free State,S,Grassland Biome,"2826DB 10; Midden L7b4",conventional 14C,charcoal,,Pta-4166,"90","45",Iron Age,,,settlement,,dreyer1992adw,Makgwareng facies
Bolahla,BOH,-30.04,28.24,Lesotho,Qacha's Nek District,S,Grassland Biome,300 mm inside shelter,conventional 14C,charcoal,,Pta-5413,"90","45",Iron Age,,,rock shelter,,mitchell1994rha,
ZK001 (Mabyanamatshwaana),ZK1,-25.604,27.802,South Africa,North-West Province,S,Savanna Biome,"Inner space, cook hut 2",conventional 14C,charcoal,,Pta-6676,"110","45",Iron Age,,,settlement,,pistorius1995rcd,Buispoort facies
KaGwebu 2631CB27,KGW27,-26.665,31.453,Swaziland,Manzini District,S,Savanna Biome,,conventional 14C,charcoal,,Pta-8082,"130","45",Iron Age,,furnace,furnace,,ohinata2001auf,Furnace structure
Doornpoort,DNP,-28.613,26.962,South Africa,Free State,S,Grassland Biome,"2826DB 14; Hut F5",conventional 14C,plant remains,,Pta-4161,"160","45",Iron Age,,,settlement,,dreyer1992adw,"Makgwareng facies; carbonised reeds"
KaGwebu 2631CB32,KGW32,-26.683,31.489,Swaziland,Manzini District,S,Savanna Biome,,conventional 14C,charcoal,,Pta-8083,"160","45",Iron Age,,furnace,furnace,,ohinata2001auf,Furnace structure
ZK001 (Mabyanamatshwaana),ZK1,-25.604,27.802,South Africa,North-West Province,S,Savanna Biome,"Inner space, cook hut 3 (layer3)",conventional 14C,charcoal,,Pta-6685,"170","45",Iron Age,,,settlement,,pistorius1995rcd,
Mmatsetshele MMA004,MMA004,-25.56,27.36,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-7836,"170","45",Iron Age,Later Iron Age,,settlement,,pistorius2001smm,Moor Park facies
Kaditshwene second central court midden,KDWS,-25.36,26.17,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-5870,"180","45",Iron Age,Later Iron Age,,settlement,,boeyens2011cwg,Buispoort facies
ZK001 (Mabyanamatshwaana),ZK1,-25.604,27.802,South Africa,North-West Province,S,Savanna Biome,"Main lapa, hut 7",conventional 14C,charcoal,,Pta-6678,"180","45",Iron Age,,,settlement,,pistorius1995rcd,Buispoort faciesBuispoort faciesBuispoort facies
Mmatsetshele MMA004,MMA004,-25.56,27.36,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-7831,"180","45",Iron Age,Later Iron Age,,settlement,,pistorius2001smm,Moor Park facies
ZK001 (Mabyanamatshwaana),ZK1,-25.604,27.802,South Africa,North-West Province,S,Savanna Biome,"Main lapa, test trench",conventional 14C,charcoal,,Pta-6679,"190","45",Iron Age,,,settlement,,pistorius1995rcd,
Kaditshwene second central court midden,KDWS,-25.36,26.17,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-7046,"220","45",Iron Age,Later Iron Age,,settlement,,boeyens2011cwg,
Magozastad,MZS,-25.55,26.28,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-5784,"230","45",Iron Age,Later Iron Age,,settlement,,huffman2007h,Madikwe facies
Magozastad,MZS,-25.55,26.28,South Africa,North West Province,S,Savanna Biome,,conventional 14C,charcoal,,Pta-5785,"240","45",Iron Age,Later Iron Age,,settlement,,huffman2007h,Madikwe facies
Doornpoort,DNP,-28.613,26.962,South Africa,Free State,S,Grassland Biome,"2826DB 11; Hut G7e5",conventional 14C,charcoal,,Pta-4138,"340","45",Iron Age,,,settlement,,dreyer1992adw,Makgwareng facies
Camp Workings (Rooiberg Valley),CPW,-24.8,27.77,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,wood,,GrN-5138,"435","45",Iron Age,Later Iron Age,,settlement,,bandama2015ece,
Ravenscraig,RVC,-31,27.783,South Africa,Eastern Cape,S,Grassland Biome,,conventional 14C,charcoal,,Pta-3142,"460","45",LSA,,,rock shelter,,opperman1987lsd,
Bolahla,BOH,-30.04,28.24,Lesotho,Qacha's Nek District,S,Grassland Biome,20-300 mm on talus,conventional 14C,charcoal,,Pta-5549,"910","45",LSA,,,rock shelter,,mitchell1994rha,
Colwinton,CLW,-31.15,27.767,South Africa,Kwazulu-Natal,S,Grassland Biome,,conventional 14C,charcoal,,Pta-2549,"1890","45",LSA,,,rock shelter,,opperman1987lsd,
Rose Cottage Cave,RCC,-29.25,27.5,South Africa,Free State,S,Grassland Biome,Pt,conventional 14C,charcoal,,GrN-5299,"6850","45",LSA,Wilton,,rock shelter,,vogel1970grd,
Ha Makotoko,HMA,-29.333,27.8,Lesotho,Maseru District,S,Grassland Biome,"5",AMS,charcoal,,OxA-27311,"8595","45",LSA,Oakhurst,,rock shelter,,mitchell2014mls,
Ntloana T�oana,NTL,-29.317,27.817,Lesotho,Maseru District,S,Grassland Biome,Phase 3b (030),AMS,charcoal,Leucosidea sericea,OxA-32160,"8945","45",LSA,Oakhurst,,rock shelter,,mitchell2012am,
Ha Makotoko,HMA,-29.333,27.8,Lesotho,Maseru District,S,Grassland Biome,"6",AMS,charcoal,,OxA-27313,"9215","45",LSA,Oakhurst,,rock shelter,,mitchell2014mls,
Ntloana T�oana,NTL,-29.317,27.817,Lesotho,Maseru District,S,Grassland Biome,Phase 3c (066),AMS,charcoal,Leucosidea sericea,OxA-32159,"9560","45",LSA,Oakhurst,,rock shelter,,mitchell2012am,
Ha Makotoko,HMA,-29.333,27.8,Lesotho,Maseru District,S,Grassland Biome,"7",AMS,charcoal,,OxA-27315,"10125","45",LSA,Oakhurst,,rock shelter,,mitchell2014mls,
Ha Makotoko,HMA,-29.333,27.8,Lesotho,Maseru District,S,Grassland Biome,"7",AMS,charcoal,,OxA-27314,"10135","45",LSA,Oakhurst,,rock shelter,,mitchell2014mls,
Ha Makotoko,HMA,-29.333,27.8,Lesotho,Maseru District,S,Grassland Biome,"7",AMS,charcoal,,OxA-27316,"10190","45",LSA,Oakhurst,,rock shelter,,mitchell2014mls,
Makgwareng OO1,MKG,-27.914,27.911,South Africa,Free State,S,Grassland Biome,Below Hut 16,conventional 14C,plant remains,,Pta-401,"0","50",Iron Age,,,settlement,,maggs1976csh,Contaminated with rootlets. Carbonised reeds (part of same sample as Pta-134)
Hoekfontein,HKF,-25.612,27.969,South Africa,North West Province,S,Savanna Biome,HKF1,conventional 14C,bone,Homo sapiens,Pta-8870,"40","50",Iron Age,,,Human burial,,nienaber2005rea,
Makgwareng OO1,MKG,-27.914,27.911,South Africa,Free State,S,Grassland Biome,Stone circle near Hut 1,conventional 14C,charcoal,,Pta-133,"70","50",Iron Age,,,settlement,,maggs1976csh,Makgwareng facies
KaGwebu 2631CB20,KGW20,-26.68,31.492,Swaziland,Manzini District,S,Savanna Biome,,conventional 14C,charcoal,,Pta-8085,"80","50",Iron Age,,furnace,furnace,,ohinata2001auf,Furnace structure
Wildebeestfontein,WBF,-26.45,29.15,South Africa,Mpumalanga,S,Grassland Biome,"Midden 2, human skeleton",conventional 14C,bone,Homo sapiens,Pta-1673,"85","50",Iron Age,Later Iron Age,,settlement,,taylor1979wst,Group III Uitkomst facies
